date,time,comp,round,day,venue,result,gf,ga,opponent,xg,xga,poss,attendance,captain,formation,referee,match report,notes,sh,sot,dist,fk,pk,pkatt,season,team
2023-04-05,20:30,Libertadores,Group stage,Wed,Away,L,1,3,bo Bolívar,0.8,1.8,45.0,,Luan Garcia,4-3-3,Alexis Herrera,Match Report,,9,3,19.5,0.0,0,0,2023,Palmeiras
2023-04-15,16:00,Série A,Matchweek 1,Sat,Home,W,2,1,Cuiabá,3.0,1.0,52.0,35835.0,Gustavo Gómez,4-2-3-1,Paulo Cesar Zanovelli da Silva,Match Report,,17,5,16.3,0.0,0,0,2023,Palmeiras
2023-04-20,21:00,Libertadores,Group stage,Thu,Home,W,2,1,py Cerro Porteño,2.3,1.8,51.0,,Gustavo Gómez,4-2-3-1,Fernando Rapallini,Match Report,,18,7,15.3,1.0,0,0,2023,Palmeiras
2023-04-23,16:00,Série A,Matchweek 2,Sun,Away,D,2,2,Vasco da Gama,0.7,1.4,64.0,59867.0,Gustavo Gómez,4-2-3-1,Rafael Rodrigo Klein,Match Report,,13,7,21.7,2.0,0,0,2023,Palmeiras
2023-04-29,18:30,Série A,Matchweek 3,Sat,Home,W,2,1,Corinthians,1.4,0.5,54.0,41457.0,Gustavo Gómez,4-2-3-1,Wilton Sampaio,Match Report,,21,6,20.2,0.0,0,0,2023,Palmeiras
2023-05-03,19:30,Libertadores,Group stage,Wed,Away,W,2,0,ec Barcelona SC,2.7,1.0,51.0,,Gustavo Gómez,4-2-3-1,Andrés Rojas,Match Report,,13,5,21.7,0.0,1,1,2023,Palmeiras
2023-05-07,18:30,Série A,Matchweek 4,Sun,Away,W,5,0,Goiás,2.0,0.7,57.0,13789.0,Gustavo Gómez,3-4-3,Wagner do Nascimento Magalhães,Match Report,,17,7,15.8,1.0,0,0,2023,Palmeiras
2023-05-10,21:30,Série A,Matchweek 5,Wed,Home,W,4,1,Grêmio,3.8,0.1,59.0,37532.0,Gustavo Gómez,4-2-3-1,Braulio da Silva Machado,Match Report,,27,9,19.0,2.0,1,1,2023,Palmeiras
2023-05-13,18:30,Série A,Matchweek 6,Sat,Home,D,1,1,Bragantino,1.6,1.0,58.0,39488.0,Gustavo Gómez,4-2-3-1,Savio Pereira,Match Report,,22,6,17.3,1.0,0,0,2023,Palmeiras
2023-05-20,21:00,Série A,Matchweek 7,Sat,Away,D,0,0,Santos,0.4,0.4,61.0,12641.0,Gustavo Gómez,4-2-3-1,Raphael Claus,Match Report,,11,1,24.4,0.0,0,0,2023,Palmeiras
2023-05-24,18:00,Libertadores,Group stage,Wed,Away,W,3,0,py Cerro Porteño,2.9,0.7,56.0,,Gustavo Gómez,4-2-3-1,Andrés Matonte,Match Report,,18,7,17.8,1.0,0,0,2023,Palmeiras
2023-05-28,18:30,Série A,Matchweek 8,Sun,Away,D,1,1,Atlético Mineiro,1.1,0.8,43.0,53236.0,Gustavo Gómez,4-2-3-1,Braulio da Silva Machado,Match Report,,11,2,18.9,1.0,0,0,2023,Palmeiras
2023-06-04,18:30,Série A,Matchweek 9,Sun,Home,W,3,1,Coritiba,2.5,0.6,51.0,33570.0,Gustavo Gómez,4-2-3-1,Felipe Fernandes de Lima,Match Report,,23,8,16.2,1.0,0,0,2023,Palmeiras
2023-06-07,21:30,Libertadores,Group stage,Wed,Home,W,4,2,ec Barcelona SC,2.9,1.6,54.0,,Gustavo Gómez,4-2-3-1,Andrés Rojas,Match Report,,26,6,15.0,0.0,0,0,2023,Palmeiras
2023-06-11,16:00,Série A,Matchweek 10,Sun,Away,W,2,0,São Paulo,0.7,1.4,35.0,56871.0,Luan Garcia,4-2-3-1,Raphael Claus,Match Report,,10,4,19.6,0.0,0,0,2023,Palmeiras
2023-06-21,21:30,Série A,Matchweek 11,Wed,Away,L,0,1,Bahia,0.8,1.1,54.0,31013.0,Gustavo Gómez,4-2-3-1,Wilton Sampaio,Match Report,,10,2,18.2,0.0,0,0,2023,Palmeiras
2023-06-25,16:00,Série A,Matchweek 12,Sun,Home,L,0,1,Botafogo (RJ),2.6,0.8,64.0,38877.0,Gustavo Gómez,4-2-3-1,Anderson Daronco,Match Report,,14,4,17.2,0.0,0,1,2023,Palmeiras
2023-06-29,21:00,Libertadores,Group stage,Thu,Home,W,4,0,bo Bolívar,4.1,0.2,58.0,33250.0,Gustavo Gómez,4-2-3-1,Jesús Valenzuela,Match Report,,28,11,16.5,1.0,0,0,2023,Palmeiras
2023-07-02,16:00,Série A,Matchweek 13,Sun,Away,D,2,2,Ath Paranaense,1.6,3.5,46.0,33118.0,Gustavo Gómez,3-5-2,Jean Pierre Goncalves Lima,Match Report,,10,4,21.6,1.0,0,1,2023,Palmeiras
2023-07-08,21:00,Série A,Matchweek 14,Sat,Home,D,1,1,Flamengo,1.1,0.8,44.0,40229.0,Gustavo Gómez,4-2-3-1,Ramon Abatti,Match Report,,11,4,15.4,0.0,0,0,2023,Palmeiras
2023-07-16,18:30,Série A,Matchweek 15,Sun,Away,D,0,0,Internacional,1.4,0.5,53.0,41823.0,Gustavo Gómez,4-3-3,Rodrigo José Pereira de Lima,Match Report,,16,5,19.8,2.0,0,0,2023,Palmeiras
2023-07-22,16:00,Série A,Matchweek 16,Sat,Home,W,3,1,Fortaleza,1.4,1.5,63.0,39699.0,Gustavo Gómez,4-2-3-1,Rafael Rodrigo Klein,Match Report,,14,7,18.7,2.0,0,0,2023,Palmeiras
2023-07-30,16:00,Série A,Matchweek 17,Sun,Away,W,4,1,América (MG),0.9,1.4,51.0,5928.0,Gustavo Gómez,4-2-3-1,Braulio Machado,Match Report,,14,7,19.9,0.0,0,0,2023,Palmeiras
2023-08-02,21:30,Libertadores,Round of 16,Wed,Away,W,1,0,br Atlético Mineiro,0.2,0.6,49.0,52587.0,Gustavo Gómez,4-2-3-1,Facundo Tello,Match Report,Leg 1 of 2,7,3,21.5,0.0,0,0,2023,Palmeiras
2023-08-05,21:00,Série A,Matchweek 18,Sat,Away,L,1,2,Fluminense,1.0,2.6,45.0,77973.0,Gustavo Gómez,4-2-3-1,Ramon Abatti Abel,Match Report,,18,5,16.2,0.0,0,0,2023,Palmeiras
2023-08-09,21:30,Libertadores,Round of 16,Wed,Home,D,0,0,br Atlético Mineiro,1.4,0.8,45.0,,Gustavo Gómez,4-2-3-1,Fernando Rapallini,Match Report,Leg 2 of 2; Palmeiras won,19,7,23.7,4.0,0,0,2023,Palmeiras
2023-08-14,19:00,Série A,Matchweek 19,Mon,Home,W,1,0,Cruzeiro,1.4,0.6,52.0,38555.0,Gustavo Gómez,4-2-3-1,Wagner do Nascimento Magalhães,Match Report,,12,4,18.6,0.0,0,0,2023,Palmeiras
2023-08-19,17:30,Série A,Matchweek 20,Sat,Away,W,2,0,Cuiabá,1.7,0.7,47.0,19115.0,Marcos Rocha,4-2-3-1,André Luiz Skettino Policarpo Bento,Match Report,,18,5,17.4,0.0,0,0,2023,Palmeiras
2023-08-23,19:30,Libertadores,Quarter-finals,Wed,Away,W,4,0,co Pereira,3.2,0.5,59.0,22789.0,Gustavo Gómez,4-2-3-1,Facundo Tello,Match Report,Leg 1 of 2,8,4,15.5,0.0,1,1,2023,Palmeiras
2023-08-27,18:30,Série A,Matchweek 21,Sun,Home,W,1,0,Vasco da Gama,0.7,0.1,55.0,40292.0,Gustavo Gómez,4-2-3-1,Wilton Sampaio,Match Report,,13,5,22.9,2.0,0,0,2023,Palmeiras
2023-08-30,21:30,Libertadores,Quarter-finals,Wed,Home,D,0,0,co Pereira,1.1,0.4,60.0,37785.0,Gustavo Gómez,3-5-2,Cristián Garay,Match Report,Leg 2 of 2; Palmeiras won,12,7,15.9,0.0,0,0,2023,Palmeiras
2023-09-03,16:00,Série A,Matchweek 22,Sun,Away,D,0,0,Corinthians,0.7,0.8,57.0,44371.0,Gustavo Gómez,4-2-3-1,Anderson Daronco,Match Report,,16,4,24.6,0.0,0,0,2023,Palmeiras
2023-09-15,21:30,Série A,Matchweek 23,Fri,Home,W,1,0,Goiás,1.0,0.4,67.0,38146.0,Gustavo Gómez,4-2-3-1,Savio Pereira,Match Report,,18,6,18.5,1.0,0,0,2023,Palmeiras
2023-09-21,21:30,Série A,Matchweek 24,Thu,Away,L,0,1,Grêmio,1.0,0.4,65.0,,Gustavo Gómez,4-2-3-1,Bruno Arleu,Match Report,,18,4,16.7,2.0,0,0,2023,Palmeiras
2023-09-28,21:30,Libertadores,Semi-finals,Thu,Away,D,0,0,ar Boca Juniors,0.4,1.6,44.0,53615.0,Gustavo Gómez,4-3-1-2,Wilmar Roldán,Match Report,Leg 1 of 2,9,2,18.7,0.0,0,0,2023,Palmeiras
2023-10-01,18:30,Série A,Matchweek 25,Sun,Away,L,1,2,Bragantino,1.5,2.9,34.0,,Luan Garcia,4-2-3-1,Wagner do Nascimento Magalhães,Match Report,,10,3,16.4,0.0,0,0,2023,Palmeiras
2023-10-05,21:30,Libertadores,Semi-finals,Thu,Home,D,1 (2),1 (4),ar Boca Juniors,1.4,0.9,68.0,,Gustavo Gómez,3-4-3,Andrés Matonte,Match Report,Leg 2 of 2; Boca Juniors won; Boca Juniors won on penalty kicks following extra time,24,8,21.1,1.0,0,0,2023,Palmeiras
2023-10-08,16:00,Série A,Matchweek 26,Sun,Home,L,1,2,Santos,2.1,1.4,69.0,,Gustavo Gómez,4-2-3-1,Flavio Rodrigues de Souza,Match Report,,26,6,17.0,0.0,0,0,2023,Palmeiras
2023-10-19,19:00,Série A,Matchweek 27,Thu,Home,L,0,2,Atlético Mineiro,0.7,1.1,56.0,27718.0,Gustavo Gómez,4-2-3-1,Bruno Arleu,Match Report,,12,4,21.2,1.0,0,0,2023,Palmeiras
2023-10-22,18:30,Série A,Matchweek 28,Sun,Away,W,2,0,Coritiba,1.1,0.6,54.0,,Gustavo Gómez,3-4-1-2,Rafael Rodrigo Klein,Match Report,,19,6,17.9,1.0,0,0,2023,Palmeiras
2023-10-25,20:00,Série A,Matchweek 29,Wed,Home,W,5,0,São Paulo,2.4,0.1,46.0,,Gustavo Gómez,4-3-1-2,Raphael Claus,Match Report,,11,7,22.6,0.0,1,1,2023,Palmeiras
2023-10-28,19:00,Série A,Matchweek 30,Sat,Home,W,1,0,Bahia,1.7,0.1,63.0,33747.0,Gustavo Gómez,4-3-1-2,Rodrigo José Pereira de Lima,Match Report,,26,9,18.5,2.0,0,0,2023,Palmeiras
2023-11-01,21:30,Série A,Matchweek 31,Wed,Away,W,4,3,Botafogo (RJ),1.7,3.5,60.0,34913.0,Gustavo Gómez,3-4-1-2,Braulio da Silva Machado,Match Report,,15,6,16.8,1.0,0,0,2023,Palmeiras
2023-11-04,21:30,Série A,Matchweek 32,Sat,Home,W,1,0,Ath Paranaense,1.5,0.6,47.0,,Marcos Rocha,3-4-1-2,Wilton Pereira Sampaio,Match Report,,18,6,16.1,0.0,0,0,2023,Palmeiras
2023-11-08,21:30,Série A,Matchweek 33,Wed,Away,L,0,3,Flamengo,1.0,1.4,49.0,64590.0,Gustavo Gómez,3-4-1-2,Rodrigo José Pereira de Lima,Match Report,,12,1,18.0,1.0,0,0,2023,Palmeiras
2023-11-11,21:00,Série A,Matchweek 34,Sat,Home,W,3,0,Internacional,1.7,0.7,39.0,,Marcos Rocha,3-4-1-2,Paulo Zanovelli,Match Report,,18,10,21.7,0.0,0,0,2023,Palmeiras
2023-11-26,18:30,Série A,Matchweek 35,Sun,Away,D,2,2,Fortaleza,0.8,1.8,62.0,39504.0,Gustavo Gómez,3-4-1-2,André Luiz Skettino Policarpo Bento,Match Report,,13,5,20.9,1.0,0,0,2023,Palmeiras
2023-11-29,21:30,Série A,Matchweek 36,Wed,Home,W,4,0,América (MG),3.2,0.1,46.0,29717.0,Marcos Rocha,4-2-3-1,Wilton Pereira Sampaio,Match Report,,25,12,16.4,1.0,0,0,2023,Palmeiras
2023-12-03,16:00,Série A,Matchweek 37,Sun,Home,W,1,0,Fluminense,2.0,0.3,37.0,29986.0,Gustavo Gómez,3-4-1-2,Braulio Machado,Match Report,,22,5,20.2,0.0,0,0,2023,Palmeiras
2023-12-06,21:30,Série A,Matchweek 38,Wed,Away,D,1,1,Cruzeiro,1.4,1.6,44.0,44190.0,Gustavo Gómez,3-4-1-2,Anderson Daronco,Match Report,,8,5,14.7,0.0,0,0,2023,Palmeiras
2023-04-16,18:30,Série A,Matchweek 1,Sun,Home,W,1,0,Santos,1.6,1.2,45.0,13997.0,Walter Kannemann,4-2-3-1,Wilton Sampaio,Match Report,,16,6,23.3,1.0,0,1,2023,Gremio
2023-04-22,21:00,Série A,Matchweek 2,Sat,Away,L,0,1,Cruzeiro,0.8,1.5,51.0,21605.0,Walter Kannemann,4-2-3-1,Flavio Rodrigues de Souza,Match Report,,11,7,21.1,1.0,0,0,2023,Gremio
2023-04-30,17:30,Série A,Matchweek 3,Sun,Away,W,2,1,Cuiabá,1.7,1.2,50.0,21385.0,Walter Kannemann,4-2-3-1,Bruno Arleu de Araujo,Match Report,,12,6,15.8,0.0,0,0,2023,Gremio
2023-05-07,18:30,Série A,Matchweek 4,Sun,Home,D,3,3,Bragantino,1.7,1.8,42.0,23760.0,Luis Suárez,4-2-3-1,Paulo Cesar Zanovelli da Silva,Match Report,,10,2,16.9,0.0,1,1,2023,Gremio
2023-05-10,21:30,Série A,Matchweek 5,Wed,Away,L,1,4,Palmeiras,0.1,3.8,41.0,37532.0,Walter Kannemann,3-4-1-2,Braulio da Silva Machado,Match Report,,3,2,21.8,0.0,0,0,2023,Gremio
2023-05-14,16:00,Série A,Matchweek 6,Sun,Home,D,0,0,Fortaleza,0.8,0.6,57.0,17396.0,Walter Kannemann,4-2-3-1,Bruno Mota Correia,Match Report,,17,6,18.3,1.0,0,0,2023,Gremio
2023-05-21,18:30,Série A,Matchweek 7,Sun,Home,W,3,1,Internacional,1.7,1.5,30.0,39438.0,Walter Kannemann,3-4-3,Flavio Rodrigues de Souza,Match Report,,14,6,13.7,0.0,0,0,2023,Gremio
2023-05-27,16:00,Série A,Matchweek 8,Sat,Away,W,2,1,Ath Paranaense,0.7,1.3,34.0,25966.0,Bruno Fabiano Alves,3-4-3,Savio Pereira,Match Report,,10,4,18.4,0.0,0,0,2023,Gremio
2023-06-04,16:00,Série A,Matchweek 9,Sun,Home,W,2,1,São Paulo,1.9,1.1,40.0,42207.0,Walter Kannemann,3-4-3,Wilton Sampaio,Match Report,,20,6,19.0,1.0,1,1,2023,Gremio
2023-06-11,18:30,Série A,Matchweek 10,Sun,Away,L,0,3,Flamengo,2.0,1.9,48.0,62967.0,Walter Kannemann,5-4-1,Savio Pereira,Match Report,,25,7,15.7,1.0,0,0,2023,Gremio
2023-06-22,19:00,Série A,Matchweek 11,Thu,Home,W,3,1,América (MG),2.4,0.8,72.0,15864.0,Luis Suárez,4-2-3-1,Edina Alves Batista,Match Report,,22,9,16.8,0.0,0,0,2023,Gremio
2023-06-25,16:00,Série A,Matchweek 12,Sun,Home,W,5,1,Coritiba,3.4,1.1,50.0,37048.0,Walter Kannemann,4-2-3-1,João Vitor Gobi,Match Report,,16,7,15.4,0.0,1,1,2023,Gremio
2023-07-01,18:30,Série A,Matchweek 13,Sat,Away,W,2,1,Bahia,2.9,1.9,53.0,34090.0,Walter Kannemann,5-4-1,Marcelo de Lima Henrique,Match Report,,14,7,13.5,1.0,0,0,2023,Gremio
2023-07-09,18:30,Série A,Matchweek 14,Sun,Home,L,0,2,Botafogo (RJ),1.6,1.1,52.0,47029.0,Walter Kannemann,3-4-3,Flavio de Souza,Match Report,,22,4,18.7,1.0,0,0,2023,Gremio
2023-07-22,21:00,Série A,Matchweek 16,Sat,Home,W,1,0,Atlético Mineiro,0.7,0.9,39.0,37085.0,Walter Kannemann,3-4-3,Luiz Flávio de Oliveira,Match Report,,6,2,16.8,0.0,0,0,2023,Gremio
2023-07-30,18:30,Série A,Matchweek 17,Sun,Away,D,1,1,Goiás,0.3,0.8,55.0,12311.0,Luis Suárez,3-4-3,Paulo Zanovelli,Match Report,,9,2,21.4,1.0,0,0,2023,Gremio
2023-08-06,16:00,Série A,Matchweek 18,Sun,Away,L,0,1,Vasco da Gama,1.5,1.8,48.0,,Luis Suárez,4-2-3-1,Luiz Flávio de Oliveira,Match Report,,12,3,15.8,0.0,0,0,2023,Gremio
2023-08-13,16:00,Série A,Matchweek 19,Sun,Home,W,2,1,Fluminense,1.2,1.0,29.0,38712.0,Luis Suárez,4-4-2,Rodrigo José Pereira de Lima,Match Report,,13,5,19.7,0.0,0,0,2023,Gremio
2023-08-20,16:00,Série A,Matchweek 20,Sun,Away,L,1,2,Santos,0.4,1.7,45.0,,Reinaldo,4-2-3-1,Paulo Cesar Zanovelli da Silva,Match Report,,9,3,21.4,0.0,0,0,2023,Gremio
2023-08-27,19:00,Série A,Matchweek 21,Sun,Home,W,3,0,Cruzeiro,1.5,0.6,39.0,52203.0,Pedro Geromel,4-3-1-2,Marcelo de Lima Henrique,Match Report,,10,4,15.8,0.0,0,0,2023,Gremio
2023-09-03,11:00,Série A,Matchweek 22,Sun,Home,W,2,0,Cuiabá,0.7,1.1,43.0,39339.0,Luis Suárez,4-1-2-1-2◆,Yuri Elino Ferreira da Cruz,Match Report,,11,5,17.7,0.0,0,0,2023,Gremio
2023-09-14,21:30,Série A,Matchweek 23,Thu,Away,L,0,2,Bragantino,1.3,1.3,42.0,5088.0,Luis Suárez,4-1-3-2,André Luiz Skettino Policarpo Bento,Match Report,,10,4,20.5,0.0,0,0,2023,Gremio
2023-09-18,21:00,Série A,Matchweek 15,Mon,Away,D,4,4,Corinthians,1.1,1.8,46.0,35796.0,Luis Suárez,4-4-2,Wilton Sampaio,Match Report,,16,7,20.2,1.0,0,0,2023,Gremio
2023-09-21,21:30,Série A,Matchweek 24,Thu,Home,W,1,0,Palmeiras,0.4,1.0,35.0,,Luis Suárez,4-1-3-2,Bruno Arleu,Match Report,,7,2,17.5,0.0,0,0,2023,Gremio
2023-09-30,16:00,Série A,Matchweek 25,Sat,Away,D,1,1,Fortaleza,1.5,1.9,49.0,23634.0,Pedro Geromel,4-3-3,Raphael Claus,Match Report,,14,3,20.7,1.0,0,1,2023,Gremio
2023-10-08,16:00,Série A,Matchweek 26,Sun,Away,L,2,3,Internacional,0.4,2.5,55.0,,Pedro Geromel,4-3-3,Paulo Zanovelli,Match Report,,7,2,23.3,1.0,0,0,2023,Gremio
2023-10-18,19:00,Série A,Matchweek 27,Wed,Home,L,1,2,Ath Paranaense,1.6,0.9,51.0,24679.0,Pedro Geromel,4-2-3-1,Luiz Flávio de Oliveira,Match Report,,11,5,17.1,0.0,0,0,2023,Gremio
2023-10-21,18:30,Série A,Matchweek 28,Sat,Away,L,0,3,São Paulo,0.1,3.2,43.0,47132.0,Luis Suárez,5-3-2,André Luiz Skettino Policarpo Bento,Match Report,,3,2,30.0,2.0,0,0,2023,Gremio
2023-10-25,21:30,Série A,Matchweek 29,Wed,Home,W,3,2,Flamengo,1.0,1.1,38.0,,Pedro Geromel,3-4-3,Rodrigo José Pereira de Lima,Match Report,,11,4,19.8,0.0,0,0,2023,Gremio
2023-10-28,19:00,Série A,Matchweek 30,Sat,Away,W,4,3,América (MG),2.1,2.4,56.0,3008.0,Luis Suárez,4-3-3,Matheus Delgado Candançan,Match Report,,16,10,18.2,0.0,1,1,2023,Gremio
2023-11-01,20:00,Série A,Matchweek 31,Wed,Away,W,2,1,Coritiba,1.4,1.5,48.0,24308.0,Pedro Geromel,3-4-1-2,Marcelo de Lima Henrique,Match Report,,19,4,15.4,0.0,0,0,2023,Gremio
2023-11-04,19:30,Série A,Matchweek 32,Sat,Home,W,1,0,Bahia,0.5,0.9,42.0,,Luis Suárez,3-4-1-2,Braulio da Silva Machado,Match Report,,7,3,15.8,0.0,0,0,2023,Gremio
2023-11-09,20:00,Série A,Matchweek 33,Thu,Away,W,4,3,Botafogo (RJ),2.0,1.4,49.0,17708.0,Luis Suárez,4-2-3-1,Ramon Abatti,Match Report,,13,6,12.4,0.0,0,0,2023,Gremio
2023-11-12,16:00,Série A,Matchweek 34,Sun,Home,L,0,1,Corinthians,1.4,0.6,73.0,49459.0,Luis Suárez,4-3-3,Rodrigo José Pereira de Lima,Match Report,,26,9,18.8,2.0,0,0,2023,Gremio
2023-11-26,16:00,Série A,Matchweek 35,Sun,Away,L,0,3,Atlético Mineiro,1.3,2.1,55.0,,Luis Suárez,3-4-3,Braulio Machado,Match Report,,21,5,17.4,2.0,0,0,2023,Gremio
2023-11-30,19:00,Série A,Matchweek 36,Thu,Home,W,2,1,Goiás,1.1,0.6,51.0,36875.0,Luis Suárez,4-3-3,Marcelo de Lima Henrique,Match Report,,13,8,18.2,0.0,0,0,2023,Gremio
2023-12-03,18:30,Série A,Matchweek 37,Sun,Home,W,1,0,Vasco da Gama,0.8,0.8,49.0,,Luis Suárez,4-3-3,Ramon Abatti,Match Report,,13,5,21.6,0.0,0,0,2023,Gremio
2023-12-06,21:30,Série A,Matchweek 38,Wed,Away,W,3,2,Fluminense,2.4,2.4,31.0,44190.0,Luis Suárez,4-3-3,Raphael Claus,Match Report,,11,4,21.5,1.0,1,1,2023,Gremio
2023-02-22,20:30,Libertadores,Second qualifying stage,Wed,Away,D,0,0,ve Carabobo,1.2,0.5,79.0,,Allan,4-1-2-1-2◆,Gery Vargas,Match Report,Leg 1 of 2,20,3,16.9,0.0,0,0,2023,Atletico Mineiro
2023-03-01,21:30,Libertadores,Second qualifying stage,Wed,Home,W,3,1,ve Carabobo,2.0,0.3,71.0,,Hulk,4-3-1-2,Diego Haro,Match Report,Leg 2 of 2; Atlético Mineiro won,12,7,19.2,0.0,0,1,2023,Atletico Mineiro
2023-03-08,19:30,Libertadores,Third qualifying stage,Wed,Away,D,1,1,co Millonarios,0.7,0.6,51.0,,Hulk,4-2-2-2,Piero Maza,Match Report,Leg 1 of 2,7,4,23.1,1.0,0,0,2023,Atletico Mineiro
2023-03-15,21:30,Libertadores,Third qualifying stage,Wed,Home,W,3,1,co Millonarios,1.5,0.7,60.0,,Hulk,4-1-3-2,Fernando Rapallini,Match Report,Leg 2 of 2; Atlético Mineiro won,15,4,21.3,1.0,0,0,2023,Atletico Mineiro
2023-04-06,19:00,Libertadores,Group stage,Thu,Home,L,0,1,py Libertad,1.2,0.3,73.0,,Éverson,4-3-1-2,Yael Falcón,Match Report,,11,3,16.0,0.0,0,0,2023,Atletico Mineiro
2023-04-15,21:00,Série A,Matchweek 1,Sat,Home,L,1,2,Vasco da Gama,1.5,1.5,74.0,34980.0,Hulk,4-3-3,Raphael Claus,Match Report,,26,10,18.7,3.0,0,0,2023,Atletico Mineiro
2023-04-18,21:00,Libertadores,Group stage,Tue,Away,L,1,2,br Ath Paranaense,2.2,1.1,64.0,,Hulk,4-3-3,Pablo Echavarría,Match Report,,24,10,19.5,4.0,0,0,2023,Atletico Mineiro
2023-04-23,16:00,Série A,Matchweek 2,Sun,Away,D,0,0,Santos,1.2,0.8,63.0,11233.0,Hulk,4-4-2,Braulio da Silva Machado,Match Report,,15,5,22.6,3.0,0,0,2023,Atletico Mineiro
2023-04-29,21:00,Série A,Matchweek 3,Sat,Home,W,2,1,Ath Paranaense,2.0,0.6,59.0,15037.0,Hulk,4-4-2,Ramon Abatti Abel,Match Report,,16,6,19.1,2.0,0,0,2023,Atletico Mineiro
2023-05-03,21:30,Libertadores,Group stage,Wed,Home,W,2,0,pe Alianza Lima,4.2,0.0,65.0,17563.0,Hulk,4-2-2-2,Andrés Matonte,Match Report,,30,7,19.0,3.0,0,1,2023,Atletico Mineiro
2023-05-07,18:30,Série A,Matchweek 4,Sun,Away,L,0,2,Botafogo (RJ),0.5,2.0,61.0,18218.0,Hulk,4-2-2-2,Flavio Rodrigues de Souza,Match Report,,9,1,18.6,0.0,0,0,2023,Atletico Mineiro
2023-05-10,19:00,Série A,Matchweek 5,Wed,Away,W,4,0,Cuiabá,2.8,0.2,53.0,12029.0,Hulk,4-2-2-2,Wilton Sampaio,Match Report,,7,6,19.6,0.0,1,1,2023,Atletico Mineiro
2023-05-13,21:00,Série A,Matchweek 6,Sat,Home,W,2,0,Internacional,2.0,0.3,54.0,36080.0,Mariano,4-2-2-2,Raphael Claus,Match Report,,14,4,15.5,0.0,0,0,2023,Atletico Mineiro
2023-05-20,18:30,Série A,Matchweek 7,Sat,Away,W,2,1,Coritiba,1.5,1.0,65.0,20047.0,Hulk,4-1-2-1-2◆,Rodrigo José Pereira de Lima,Match Report,,18,7,23.6,2.0,1,1,2023,Atletico Mineiro
2023-05-23,19:00,Libertadores,Group stage,Tue,Home,W,2,1,br Ath Paranaense,2.1,1.1,72.0,39683.0,Hulk,4-1-3-2,Wilmar Roldán,Match Report,,16,7,19.6,1.0,0,0,2023,Atletico Mineiro
2023-05-28,18:30,Série A,Matchweek 8,Sun,Home,D,1,1,Palmeiras,0.8,1.1,57.0,53236.0,Hulk,4-1-3-2,Braulio da Silva Machado,Match Report,,10,4,17.2,0.0,0,0,2023,Atletico Mineiro
2023-06-03,18:30,Série A,Matchweek 9,Sat,Away,W,1,0,Cruzeiro,0.6,1.8,36.0,34344.0,Hulk,4-2-3-1,Savio Pereira,Match Report,,7,3,21.4,2.0,0,0,2023,Atletico Mineiro
2023-06-06,19:00,Libertadores,Group stage,Tue,Away,W,1,0,pe Alianza Lima,1.9,0.3,56.0,23554.0,Hulk,3-1-4-2,Facundo Tello,Match Report,,9,3,15.3,0.0,0,0,2023,Atletico Mineiro
2023-06-10,18:30,Série A,Matchweek 10,Sat,Home,D,1,1,Bragantino,1.7,0.5,61.0,28786.0,Mariano,4-2-3-1,Rafael Rodrigo Klein,Match Report,,16,6,18.0,1.0,0,0,2023,Atletico Mineiro
2023-06-21,21:30,Série A,Matchweek 11,Wed,Away,D,1,1,Fluminense,1.4,0.4,51.0,7788.0,Hulk,4-3-3,Ramon Abatti Abel,Match Report,,14,6,19.1,1.0,0,0,2023,Atletico Mineiro
2023-06-24,18:30,Série A,Matchweek 12,Sat,Away,L,1,2,Fortaleza,1.0,0.8,58.0,27109.0,Hulk,4-3-3,Leandro Pedro Vuaden,Match Report,,18,4,24.9,1.0,0,0,2023,Atletico Mineiro
2023-06-27,18:00,Libertadores,Group stage,Tue,Away,D,1,1,py Libertad,0.8,1.1,48.0,,Hulk,4-3-3,Fernando Rapallini,Match Report,,7,2,16.6,1.0,0,0,2023,Atletico Mineiro
2023-07-02,16:00,Série A,Matchweek 13,Sun,Home,D,2,2,América (MG),1.3,2.6,47.0,34507.0,Hulk,4-3-3,Wilton Sampaio,Match Report,,12,5,19.7,2.0,0,0,2023,Atletico Mineiro
2023-07-08,18:30,Série A,Matchweek 14,Sat,Home,L,0,1,Corinthians,1.4,0.8,59.0,21086.0,Mariano,4-2-3-1,Rodrigo José Pereira de Lima,Match Report,,26,6,19.9,0.0,0,0,2023,Atletico Mineiro
2023-07-17,20:00,Série A,Matchweek 15,Mon,Away,D,0,0,Goiás,0.2,1.5,61.0,12303.0,Guilherme Arana,4-2-3-1,Raphael Claus,Match Report,,6,1,21.7,2.0,0,0,2023,Atletico Mineiro
2023-07-22,21:00,Série A,Matchweek 16,Sat,Away,L,0,1,Grêmio,0.9,0.7,61.0,37085.0,Mariano,4-4-1-1,Luiz Flávio de Oliveira,Match Report,,17,3,18.3,0.0,0,0,2023,Atletico Mineiro
2023-07-29,21:00,Série A,Matchweek 17,Sat,Home,L,1,2,Flamengo,0.9,1.8,40.0,22441.0,Igor Rabello,4-2-3-1,Flavio de Souza,Match Report,,20,5,24.4,2.0,0,0,2023,Atletico Mineiro
